# avTemp, avVisc, modeltime, Nu, step, surfVRMS, VRMS, yielding
5.094336558703040918e-01,2.380768392849839529e+03,7.505925267961273059e-03,1.088455835139203742e+01,7.900000000000000000e+02,5.992673150425480344e+01,9.794697915915506314e+01,3.022439440909153660e-02
5.097146145869955181e-01,2.336057104749351311e+03,7.658484088412454566e-03,1.060755815795991985e+01,8.000000000000000000e+02,5.628102566081524571e+01,9.602925167507950732e+01,3.029146098987439001e-02
5.100330002610526936e-01,2.290798499293025998e+03,7.812186612374788508e-03,1.034423021005357768e+01,8.100000000000000000e+02,5.298311518209724369e+01,9.425786024046439593e+01,3.031708311539315151e-02
5.103871356163571793e-01,2.245255133401921739e+03,7.967054094083856480e-03,1.009370331905340024e+01,8.200000000000000000e+02,5.001420930968701839e+01,9.262013227723230102e+01,3.044744894201749374e-02
5.107754388499442522e-01,2.199598952278664456e+03,8.123095723181709277e-03,9.855202808458837893e+00,8.300000000000000000e+02,4.731935575369913494e+01,9.109898542976449676e+01,3.047683782864436114e-02
5.111964158482230625e-01,2.153903475902296577e+03,8.280299235750264442e-03,9.627922908417025027e+00,8.400000000000000000e+02,4.485402747073693774e+01,8.968156804642444513e+01,3.059589980935919704e-02
5.116485886803379124e-01,2.108224738102869196e+03,8.438628426919593528e-03,9.411120892734333054e+00,8.500000000000000000e+02,4.259768597257900069e+01,8.836163937267588153e+01,3.060720355946524099e-02
5.121305127952842096e-01,2.062655658689062420e+03,8.598024814865976029e-03,9.204166965840874681e+00,8.600000000000000000e+02,4.053440353786260175e+01,8.713382330280950328e+01,3.062152180153208600e-02
5.126407685767727651e-01,2.017276084889278081e+03,8.758416057005079247e-03,9.006467609318486112e+00,8.700000000000000000e+02,3.862758702014836132e+01,8.599240908827847818e+01,3.073003423639399448e-02
5.131779692534946813e-01,1.972134569948738317e+03,8.919725507202661691e-03,8.817433280653130367e+00,8.800000000000000000e+02,3.685263053238674757e+01,8.492984017480185344e+01,3.071119544047571509e-02
5.137408132846180697e-01,1.927321208689728337e+03,9.081882300224162693e-03,8.636484100341593972e+00,8.900000000000000000e+02,3.518903234329623331e+01,8.394044246105671903e+01,3.078956530146668980e-02
5.143280733647300762e-01,1.882903372980329550e+03,9.244826412293691634e-03,8.463063852349808514e+00,9.000000000000000000e+02,3.361998055236683314e+01,8.301833182116548926e+01,3.083101103679452420e-02
5.149386169249724476e-01,1.838918670285071585e+03,9.408511747611205192e-03,8.296641990672355860e+00,9.100000000000000000e+02,3.213291649356126101e+01,8.215867518334644615e+01,3.087923892552405306e-02
5.155713900027757424e-01,1.795429229023002108e+03,9.572901711527550400e-03,8.136715703077987527e+00,9.200000000000000000e+02,3.071401777149799983e+01,8.135676204065964612e+01,3.081217245068379115e-02
5.162254362307681088e-01,1.752494144604230314e+03,9.737977101171154878e-03,7.982801079841796543e+00,9.300000000000000000e+02,2.935162033320001029e+01,8.060527250508685881e+01,3.084156128432110830e-02
