# avTemp, avVisc, modeltime, Nu, step, surfVRMS, VRMS, yielding
5.378519790295911429e-01,2.290300805774429591e+03,1.010506149267148372e-02,1.050216228666094231e+01,9.700000000000000000e+02,1.087667860811516221e+02,1.152554301268963570e+02,3.063727384572833765e-02
5.381266144622277592e-01,2.270305989764474361e+03,1.024573603393294681e-02,1.038328587892601718e+01,9.800000000000000000e+02,1.038210232381349698e+02,1.132295684733044112e+02,2.967423701636475938e-02
5.384211198878247062e-01,2.248631508231609587e+03,1.038742702706646308e-02,1.025658217017548779e+01,9.900000000000000000e+02,9.899377727167606622e+01,1.112843515969079391e+02,2.843992043969805969e-02
5.387363083011312836e-01,2.223760046382784367e+03,1.053012274018980989e-02,1.012381248017026714e+01,1.000000000000000000e+03,9.443606644663194061e+01,1.094354319896035861e+02,2.764492286628693687e-02
5.387363083011312836e-01,2.223760046382784367e+03,1.053012274018980989e-02,1.012381248017026714e+01,1.000000000000000000e+03,9.443606644663194061e+01,1.094354319896035861e+02,2.764492286628693687e-02
5.390726290678932164e-01,2.195996568421646771e+03,1.067380775500459053e-02,9.986539184001509639e+00,1.010000000000000000e+03,9.004241354155612953e+01,1.076656673257665773e+02,2.710613432046482876e-02
5.394304814539661042e-01,2.166526498478056055e+03,1.081846512341540570e-02,9.845955347197250518e+00,1.020000000000000000e+03,8.582866500489521400e+01,1.059769933450903778e+02,2.688835893710101940e-02
5.398098918145398661e-01,2.136219095571666003e+03,1.096407612417245152e-02,9.703203737624409797e+00,1.030000000000000000e+03,8.181648596346109059e+01,1.043705006391872985e+02,2.642266384723898631e-02
5.402109295406778422e-01,2.104793113377816098e+03,1.111061678746440469e-02,9.559446720394431551e+00,1.040000000000000000e+03,7.804725780699203597e+01,1.028524615194416327e+02,2.584393487377370513e-02
5.406333928421965807e-01,2.071230704875277297e+03,1.125805947540600878e-02,9.415670693303143324e+00,1.050000000000000000e+03,7.452374582479194487e+01,1.014218017688986748e+02,2.558697492201364790e-02
5.410770148435254390e-01,2.036576880883494596e+03,1.140637632830638661e-02,9.272620778852161294e+00,1.060000000000000000e+03,7.119949335302609938e+01,1.000689304090335696e+02,2.538879277031859047e-02
5.415413713811265684e-01,2.001051919853439358e+03,1.155553920210031747e-02,9.131229625580299825e+00,1.070000000000000000e+03,6.813474706278370263e+01,9.880085087520131992e+01,2.514388986436268472e-02
5.420259526976882736e-01,1.965216210643465729e+03,1.170551981335070206e-02,8.992038134422122297e+00,1.080000000000000000e+03,6.523032343708882763e+01,9.760218278645862711e+01,2.497886234568010705e-02
5.425303176240175995e-01,1.929069044377032469e+03,1.185628919905220603e-02,8.855300931712335455e+00,1.090000000000000000e+03,6.250676296254738418e+01,9.647425047996591729e+01,2.478293922899949334e-02
5.430540354426485194e-01,1.892747352498024838e+03,1.200781784820937476e-02,8.721224771879905191e+00,1.100000000000000000e+03,5.992754844969331884e+01,9.540863571949800814e+01,2.452823951557374024e-02
