# avTemp, avVisc, modeltime, Nu, step, surfVRMS, VRMS, yielding
7.320420868704725637e-01,4.373916117680244042e+02,3.336066953049491857e-01,1.221393460060870595e+01,3.500000000000000000e+04,4.349711624026574697e+01,1.442198253262166077e+02,1.223625539332725415e-02
